node,neighbors,degree
367,"3,13,89,199,334,974",6
368,"24,43,46,97,177,442,659,880",8
369,"2,28,75,169,282,848",6
370,"58,70,151,153,199,648,964,968",8
371,"15,36,37,94,198,946",6
372,"1,61,101,156,231,411",6
373,"34,80,181,263,311,480,596,725",8
374,"0,5,7,60,195,386,837,985",8
375,"8,14,18,52,148,424",6
376,"2,4,81,85,277,415,438,486,491,656,780",11
377,"3,11,24,34,136,448",6
378,"2,13,58,141,246,556,689",7
379,"2,28,70,188,238,391,519,586,728,775,807,872,935",13
380,"6,41,44,94,240,402,496,604,817,865,966",11
381,"4,70,91,234,244,550",6
382,"3,59,98,175,234,760,770,805,931",9
383,"3,31,51,122,155,818",6
384,"55,111,122,167,216,442,502,523,820",9
385,"20,124,144,150,204,584,650,724,753,792,856",11
386,"50,113,150,299,374,899,995",7
387,"30,52,123,203,224,461,573,808",8
388,"2,12,87,188,208",5
389,"70,90,123,251,361,667,727",7
390,"7,9,51,222,264,436,565,765,836,894,929,967",12
391,"2,106,107,276,379,532,727",7
392,"2,12,87,167,200",5
393,"10,45,87,219,226,404,438",7
394,"0,70,203,235,262,503,575,641",8
395,"0,29,86,261,353,494,775",7
396,"0,1,71,260,268,473,506,676,950",9
397,"3,88,131,164,354,448,844",7
398,"4,10,24,34,207,440,483",7
399,"106,212,282,311,340,510,533,714,744,880",10
400,"46,90,94,170,183,475",6
401,"4,69,91,284,321",5
402,"4,53,131,233,380,441,919,987",8
403,"83,136,161,176,196,404,547",7
404,"4,14,25,393,403,653",6
405,"19,53,133,250,355,549,678,715,856",9
406,"220,223,277,318,348,634",6
407,"53,71,87,126,346,430,675,711,715,831",10
408,"3,46,61,310,362,934",6
409,"18,38,52,72,194,581,989",7
410,"9,32,54,62,94,827,863,912",8
411,"0,74,198,249,372,830",6
412,"0,39,118,166,285,563,843,871",8
413,"4,18,22,85,124,458,592,603,697",9
414,"9,11,18,40,109,487",6
415,"88,200,282,319,376,553,691",7
416,"9,25,45,53,95,474,955,989",8
417,"15,52,84,259,281,463,669,708,722,724,743,870,974",13
418,"34,115,195,234,269,734,825",7
419,"0,3,28,208,309,432,471",7
420,"54,147,166,194,225,444,454,516,559,585,645,686,740",13
421,"24,33,43,156,240,740",6
422,"107,115,172,200,337,607",6
423,"3,4,90,191,353,671,714,970",8
424,"1,18,22,214,375,616",6
425,"7,9,59,65,304",5
426,"8,17,18,24,78,665,713",7
427,"1,45,65,131,346,551,682,984",8
428,"11,131,242,299,301,702,979",7
429,"10,89,156,321,331,683",6
430,"106,205,260,283,407,466,532,741,897",9
431,"10,33,81,202,320,565,640",7
432,"11,18,28,119,419,701",6
433,"14,24,194,264,351,490,514,802",8
434,"4,106,123,154,217,734,870,936",8
435,"17,99,190,218,347,445,789,916,969",9
436,"14,82,181,206,390,453,475,655,966",9
437,"29,116,190,295,308,528,760,867",8
438,"0,62,103,376,393,450,547,724",8
439,"0,13,189,220,329,847,975,983",8
440,"3,251,289,351,398,531,713",7
441,"31,119,150,229,402,591",6
442,"46,58,341,368,384,455,580,736,961",9
443,"7,24,85,123,297,928",6
444,"4,21,28,33,420,538,648",7
445,"21,143,244,340,435,483,612",7
446,"5,52,63,91,175,596,972",7
447,"27,90,189,230,231,633,853,927",8
448,"4,12,34,377,397,458,671,810,909",9
449,"1,32,173,247,320,583",6
450,"17,24,26,52,438",5
451,"47,133,263,265,360,478,657,853",8
452,"3,12,44,61,203,530",6
453,"3,52,60,201,436,472,477",7
454,"53,68,225,261,420,563,617,770",8
455,"15,49,142,351,442",5
456,"64,85,94,132,204,814,874,986",8
457,"34,70,87,247,248,584,800,893",8
458,"68,74,121,413,448,550,849",7
459,"9,13,62,157,161,463,791",7
460,"63,233,308,333,354,537,590,607,658,696,824,830,929",13
461,"5,33,123,299,387,693,943",7
462,"25,64,79,155,180,505,915,956",8
463,"1,121,179,417,459,865,927",7
464,"4,6,51,76,82,466,540,777,871",9
465,"8,25,38,208,344,640,942",7
466,"16,35,273,430,464,739,843,914,946",9
467,"24,65,91,98,116,707,775,795",8
468,"13,39,99,145,146,522,673",7
469,"59,63,65,131,294",5
470,"15,16,94,169,283,976",6
471,"13,29,76,236,419,690,704,769,790,834",10
472,"14,41,61,172,453",5
473,"39,200,224,280,396,527,679",7
474,"116,141,171,281,416,865",6
475,"3,200,357,400,436",5
476,"13,33,40,50,74,572,885",7
477,"15,39,150,151,453,535,884",7
478,"3,39,153,346,451,867",6
479,"20,32,33,237,278,872",6
480,"100,191,206,221,373",5
481,"0,33,37,171,248,897,907",7
482,"24,39,87,248,348,603,658,665,914,942,978",11
483,"46,143,224,398,445,615,644,758,837",9
484,"3,29,177,222,337,655,736,994",8
485,"3,30,59,81,348,504,576,600,987",9
486,"22,24,27,283,376,795,978",7
487,"14,30,242,355,414,883",6
488,"46,49,54,186,209,659,882",7
489,"4,224,229,346,356,529,541,640,998",9
490,"43,53,118,287,433,555,687",7
491,"10,31,52,269,376,980",6
492,"1,19,40,242,356",5
493,"11,54,55,107,140,750,999",7
494,"77,170,243,281,395,703",6
495,"11,31,182,246,289,515",6
496,"22,150,208,261,380,631,669,823,878",9
497,"46,62,148,218,362,614,619,709,726,763,778",11
498,"14,16,28,52,317,544,609,906",8
499,"36,172,222,257,259,507,788,860,924,998",10
500,"55,77,123,307,320,545,745,874",8
501,"53,87,133,167,268,650",6
502,"48,55,317,334,384,507,600",7
503,"15,46,106,349,394,512,522,573,596,670,678,796,919",13
504,"0,10,105,124,485,694",6
505,"22,55,124,141,462,523,694,838",8
506,"0,53,76,110,396,517",6
507,"46,55,263,499,502",5
508,"4,83,107,175,229",5
509,"5,17,21,94,193,544,649",7
510,"33,47,250,260,399,569,610,723,956",9
511,"4,34,123,192,358,537,614,675",8
512,"1,59,82,229,503,543,631",7
513,"3,22,85,254,311,537",6
514,"3,8,214,304,433,887",6
515,"14,34,135,234,495",5
516,"5,18,58,86,420,712",6
517,"54,94,131,271,506,588,695,757",8
518,"18,61,81,146,300",5
519,"35,201,214,310,379",5
520,"0,18,105,248,318",5
521,"44,75,190,266,290,841",6
522,"28,44,81,468,503,775,877",7
523,"27,64,276,384,505,565",6
524,"42,43,87,180,259,981",6
525,"43,90,135,208,346,621",6
526,"76,103,202,351,353",5
527,"0,14,184,362,473,729",6
528,"1,29,30,53,437,578,626",7
529,"14,19,147,191,489,884,997",7
530,"63,86,87,171,452,654,709",7
531,"43,135,157,365,440",5
532,"5,132,169,391,430,902",6
533,"6,11,33,84,399,672",6
534,"2,37,58,244,343,921,927",7
535,"28,30,93,205,477,728,825,938",8
536,"2,24,29,94,313,554",6
537,"226,260,460,511,513",5
538,"65,138,191,261,444,577,680,771,892,959",10
539,"4,119,200,264,302,618,729,841,963,990",10
540,"5,49,69,124,464,578,601,764",8
541,"4,63,141,145,489,628,704,795,823",9
542,"0,5,21,61,325,590,662,678",8
543,"70,192,320,336,512,993",6
544,"3,34,356,498,509,575,584",7
545,"4,12,138,333,500",5
546,"15,38,52,200,204,620",6
547,"3,54,75,403,438,639,666",7
548,"151,182,245,251,280",5
549,"58,141,179,224,405,742,826,969",8
550,"4,29,135,381,458,569,937",7
551,"36,54,97,143,427",5
552,"5,63,123,147,269,646",6
553,"3,5,29,124,415,786,798",7
554,"0,41,93,152,536,787",6
555,"30,94,239,322,490,558,661",7
556,"24,139,196,303,378,601,699,743,867",9
557,"11,23,30,128,257,820,971",7
558,"19,186,202,280,555",5
559,"1,62,233,234,420,751,784",7
560,"4,16,61,118,231,573,724,787",8
561,"31,159,274,300,339,731",6
562,"5,39,118,143,204,707,861",7
563,"30,71,220,412,454,580,702,807,896,964,992",11
564,"72,116,266,340,355",5
565,"101,146,390,431,523,572,816",7
566,"4,31,38,81,208,605",6
567,"3,17,154,328,339,909",6
568,"2,151,257,283,292,688,766,976",8
569,"161,199,341,510,550,644,723",7
570,"5,12,22,82,207,934",6
571,"16,19,20,94,146,819,903",7
572,"39,145,206,476,565,624",6
573,"30,309,387,503,560",5
574,"106,199,222,250,311,782,865",7
575,"53,59,138,394,544,746,834",7
576,"68,106,154,250,485,638,814",7
577,"11,175,270,322,538",5
578,"52,276,361,528,540,860",6
579,"30,66,138,275,336,595,684,744,876",9
580,"202,256,348,442,563,753",6
581,"31,141,253,337,409,641",6
582,"33,77,114,208,346,632",6
583,"51,59,127,250,449,735,751,944",8
584,"53,193,385,457,544",5
585,"68,179,290,304,420,720,746",7
586,"54,104,204,219,379,711,936",7
587,"0,2,14,34,125,652,809,991",8
588,"3,39,119,234,517,767,826",7
589,"13,52,88,112,229,718",6
590,"63,114,256,460,542,591,639,786",8
591,"40,42,145,441,590,638",6
592,"16,29,263,357,413",5
593,"59,106,171,196,302,677",6
594,"24,26,74,267,321,673,925",7
595,"35,76,125,146,579",5
596,"283,292,373,446,503,736,846",7
597,"26,55,65,76,150,623",6
598,"5,86,121,201,222,730",6
599,"16,17,36,166,175",5
600,"22,107,166,485,502,977",6
601,"3,87,217,540,556,737,749,935,968",9
602,"77,120,302,307,328,609,732,778",8
603,"26,82,87,413,482,660,765",7
604,"28,107,215,310,380",5
605,"153,252,329,353,566,614,642,866",8
606,"40,65,159,202,259",5
607,"75,90,346,422,460,962",6
608,"43,51,60,121,206,741,770,810",8
609,"3,72,86,498,602,710",6
610,"25,52,210,338,510",5
611,"14,54,146,149,283,722",6
612,"47,70,86,87,445,679,930",7
613,"0,64,74,231,353",5
614,"55,242,497,511,605,787",6
615,"147,159,244,348,483",5
616,"53,99,138,142,424,900,998",7
617,"44,85,121,336,454,683",6
618,"2,128,278,302,539,662",6
619,"3,13,38,100,497,692,924",7
620,"86,114,200,281,546",5
621,"9,66,229,242,525,873,940",7
622,"1,21,171,214,244,637",6
623,"30,32,70,78,597",5
624,"20,28,121,126,572,651",6
625,"3,14,62,66,76,839,867",7
626,"53,55,189,278,528,838",6
627,"16,17,192,194,202",5
628,"16,34,110,204,541,713,730,757",8
629,"14,39,77,129,145,774,882",7
630,"0,5,34,41,159,689,701,703,862",9
631,"16,40,205,496,512,682,693,883,915",9
632,"47,81,162,222,582,777,850,905",8
633,"1,115,206,301,447",5
634,"16,20,126,262,406,928,969",7
635,"0,88,199,226,274",5
636,"8,16,78,91,188,660,922,979",8
637,"0,124,202,306,622",5
638,"11,24,166,576,591,639,818",7
639,"145,158,547,590,638,889",6
640,"2,303,431,465,489,748",6
641,"63,259,301,394,581,669",6
642,"140,152,190,351,605,665",6
643,"74,106,223,272,334,719",6
644,"32,247,365,483,569,723,954",7
645,"8,58,97,137,420,648,672,701,853",9
646,"26,40,45,62,552,680",6
647,"18,56,88,119,149",5
648,"39,55,370,444,645",5
649,"23,70,71,192,509",5
650,"2,236,247,385,501",5
651,"14,24,119,124,624,740,889",7
652,"0,136,161,188,587,861",6
653,"2,240,284,332,404,903",6
654,"11,36,39,63,530,890",6
655,"32,36,56,436,484",5
656,"3,17,167,360,376",5
657,"24,48,123,276,451,873",6
658,"7,194,208,460,482,718",6
659,"5,55,65,368,488",5
660,"121,144,332,603,636,672,791,854",8
661,"34,38,64,88,555,857,992",7
662,"58,61,94,542,618,759,780,799",8
663,"11,78,93,196,250,951,979",7
664,"1,5,11,16,309",5
665,"4,57,426,482,642,817",6
666,"13,44,47,225,547,939",6
667,"29,124,203,212,389",5
668,"27,33,161,230,357",5
669,"27,84,417,496,641",5
670,"75,78,147,151,503",5
671,"30,113,269,423,448,742",6
672,"1,90,533,645,660",5
673,"4,53,282,468,594,800,915",7
674,"8,31,59,316,343,689,703,711,732,739,769",11
675,"39,60,144,407,511,679,725,790,804,870",10
676,"85,215,270,337,396",5
677,"19,31,111,239,593",5
678,"11,18,405,503,542,756,827",7
679,"54,188,473,612,675",5
680,"3,4,263,538,646,690,822,857",8
681,"10,30,66,112,283",5
682,"136,178,223,427,631,886",6
683,"4,54,285,429,617,990",6
684,"68,107,326,333,579",5
685,"0,129,175,203,295,742",6
686,"58,64,94,343,420,694,873,925,957",9
687,"17,23,24,58,490,967",6
688,"43,126,199,265,568",5
689,"59,243,378,630,674,707,895,940",8
690,"14,29,119,471,680",5
691,"12,28,34,355,415",5
692,"17,20,165,363,619",5
693,"33,74,92,461,631,788,875",7
694,"39,113,504,505,686,752",6
695,"42,146,159,222,517,752,939",7
696,"95,170,282,291,460,989",6
697,"5,46,94,296,413",5
698,"10,33,47,227,262,828",6
699,"19,204,236,322,556,729,892",7
700,"25,73,130,194,323",5
701,"11,15,432,630,645,975",6
702,"8,54,334,428,563,736,798",7
703,"7,116,494,630,674",5
704,"1,2,89,471,541,835",6
705,"0,4,11,33,81,737,761",7
706,"0,9,101,118,158,811",6
707,"1,171,467,562,689,780,803",7
708,"67,125,181,275,417",5
709,"4,6,8,497,530,964",6
710,"5,51,143,241,609",5
711,"86,190,407,586,674,727,900",7
712,"5,6,125,276,516,829,845",7
713,"48,87,426,440,628,950",6
714,"3,54,287,399,423,842",6
715,"65,94,237,405,407",5
716,"3,24,62,81,225",5
717,"22,136,240,333,363",5
718,"120,141,189,589,658,735,864",7
719,"42,130,149,188,643,916",6
720,"77,80,127,227,585,978",6
721,"3,38,43,86,283",5
722,"27,36,119,417,611",5
723,"2,67,510,569,644",5
724,"29,385,417,438,560,924",6
725,"34,53,304,373,675,833",6
726,"0,16,124,199,497",5
727,"15,87,389,391,711,930",6
728,"245,279,298,379,535",5
729,"39,248,527,539,699,876,961,995",8
730,"10,101,289,598,628,858",6
731,"9,17,24,355,561,983",6
732,"0,3,5,602,674",5
733,"1,49,61,112,250",5
734,"62,146,248,418,434",5
735,"50,63,72,583,718,837",6
736,"78,442,484,596,702",5
737,"1,41,311,601,705",5
738,"1,51,61,114,115,832",6
739,"40,152,336,466,674",5
740,"101,171,420,421,651,782",6
741,"34,250,357,430,608,784",6
742,"69,81,549,671,685",5
743,"17,29,344,417,556",5
744,"4,149,183,399,579,878",6
745,"0,51,72,74,500,781,899",7
746,"70,87,123,575,585",5
747,"53,67,133,145,208,935,989",7
748,"289,293,314,345,640,951",6
749,"0,17,20,93,601,885",6
750,"14,42,62,331,493,872,937",7
751,"52,110,172,559,583,762,930,937,979",9
752,"7,20,37,694,695,929,942",7
753,"2,5,128,385,580,786,866,904",8
754,"1,2,3,132,145,887,982",7
755,"5,70,88,170,251",5
756,"70,83,87,206,678,948",6
757,"20,21,38,517,628",5
758,"3,35,88,269,483",5
759,"16,98,232,234,662",5
760,"1,12,337,382,437,813",6
761,"0,145,159,317,705",5
762,"37,52,182,200,751,851,924,949,962",9
763,"34,70,307,314,497,872",6
764,"10,28,125,267,540,889",6
765,"3,279,356,390,603,906",6
766,"147,188,271,349,568",5
767,"8,141,247,345,588,844",6
768,"9,106,144,209,283,788,907",7
769,"0,9,158,471,674",5
770,"10,131,382,454,608",5
771,"8,263,300,317,538",5
772,"20,39,68,72,311",5
773,"8,62,270,279,316,980",6
774,"2,56,59,351,629",5
775,"80,379,395,467,522",5
776,"4,10,59,171,248",5
777,"4,129,155,464,632",5
778,"4,175,318,497,602",5
779,"4,47,59,117,223",5
780,"58,189,376,662,707",5
781,"11,23,32,240,745",5
782,"55,241,259,574,740",5
783,"48,101,107,244,353",5
784,"11,21,62,559,741",5
785,"21,26,54,283,313",5
786,"141,326,553,590,753,973",6
787,"4,107,554,560,614,883",6
788,"228,361,499,693,768,977",6
789,"70,173,257,259,435,923",6
790,"50,54,266,471,675,858",6
791,"18,150,255,459,660",5
792,"5,9,27,224,385",5
793,"2,12,52,243,286,896",6
794,"7,53,161,184,247",5
795,"136,272,467,486,541,893",6
796,"11,47,232,311,503",5
797,"1,3,26,135,167,852,859,881",8
798,"14,69,159,553,702",5
799,"94,265,280,299,662,946",6
800,"24,248,334,457,673,895",6
801,"11,105,325,340,361",5
802,"2,40,72,174,433",5
803,"11,25,51,89,707",5
804,"62,204,216,228,675",5
805,"14,22,129,332,382",5
806,"54,79,80,290,291,963",6
807,"9,59,245,379,563,885",6
808,"5,21,89,259,387",5
809,"93,169,312,331,587",5
810,"48,95,243,448,608",5
811,"11,16,53,123,706",5
812,"24,66,106,156,170",5
813,"24,124,158,303,760",5
814,"4,100,170,456,576",5
815,"4,43,85,87,154",5
816,"4,79,245,276,565",5
817,"2,4,42,380,665,912",6
818,"25,162,200,383,638,908",6
819,"55,98,120,196,571",5
820,"28,44,114,384,557,850",6
821,"0,7,75,106,281",5
822,"52,87,181,328,680",5
823,"17,205,249,496,541",5
824,"2,3,72,88,460",5
825,"62,102,146,418,535,879",6
826,"29,121,208,549,588",5
827,"58,80,92,410,678,919",6
828,"42,51,262,287,698",5
829,"3,35,120,191,712",5
830,"17,166,360,411,460",5
831,"4,65,233,326,407,852",6
832,"47,62,196,283,738",5
833,"0,3,68,230,725,923",6
834,"3,77,249,471,575",5
835,"30,69,107,357,704",5
836,"3,49,69,89,390,908",6
837,"269,334,374,483,735",5
838,"52,91,153,505,626",5
839,"14,247,298,360,625",5
840,"4,8,14,28,248",5
841,"16,175,206,521,539,881,903",7
842,"34,51,107,289,714",5
843,"3,206,329,412,466",5
844,"33,147,172,397,767",5
845,"4,21,29,340,712",5
846,"34,52,200,327,596,900",6
847,"8,27,48,131,439",5
848,"0,19,154,295,369,916,988",7
849,"21,259,290,300,458",5
850,"3,4,52,632,820",5
851,"3,76,205,230,762",5
852,"19,322,327,797,831",5
853,"175,278,447,451,645,858",6
854,"19,132,256,353,660",5
855,"47,55,182,222,298,890",6
856,"0,50,262,385,405,976",6
857,"34,53,87,661,680",5
858,"33,213,730,790,853",5
859,"6,10,87,267,797",5
860,"54,59,106,499,578",5
861,"125,195,204,562,652,907",6
862,"13,124,185,193,630",5
863,"0,3,133,292,410",5
864,"80,165,221,338,718,959",6
865,"123,380,463,474,574",5
866,"21,182,354,605,753",5
867,"26,437,478,556,625",5
868,"10,27,78,81,169",5
869,"5,24,182,191,250",5
870,"38,355,417,434,675",5
871,"2,20,30,412,464",5
872,"63,379,479,750,763",5
873,"10,353,621,657,686",5
874,"42,68,161,456,500",5
875,"9,24,53,59,693,962",6
876,"13,34,293,579,729",5
877,"4,54,91,236,522",5
878,"2,71,90,496,744,891,933",7
879,"26,69,75,86,825",5
880,"28,120,225,368,399",5
881,"0,14,102,797,841,887",6
882,"51,301,305,488,629",5
883,"1,348,487,631,787",5
884,"11,35,63,477,529",5
885,"88,171,476,749,807",5
886,"4,19,138,154,682",5
887,"131,281,514,754,881",5
888,"17,117,130,223,334",5
889,"3,292,639,651,764",5
890,"1,97,241,654,855",5
891,"3,8,179,326,878",5
892,"2,37,359,538,699",5
893,"5,12,82,457,795",5
894,"11,32,85,153,390",5
895,"0,26,204,689,800",5
896,"0,14,116,563,793,957",6
897,"30,180,224,430,481,986",6
898,"52,82,156,250,304",5
899,"82,101,126,386,745",5
900,"277,316,616,711,846",5
901,"3,8,9,39,128",5
902,"2,33,35,46,532,991",6
903,"33,67,571,653,841",5
904,"5,42,52,83,753,990",6
905,"32,46,149,322,632",5
906,"21,94,272,498,765",5
907,"132,178,481,768,861",5
908,"3,62,124,818,836",5
909,"113,279,351,448,567",5
910,"28,49,206,255,326",5
911,"2,17,36,234,341",5
912,"76,166,308,410,817",5
913,"29,58,75,81,94",5
914,"16,28,162,466,482",5
915,"58,225,462,631,673",5
916,"40,224,435,719,848",5
917,"94,170,175,224,263",5
918,"3,39,76,94,214,962",6
919,"4,114,402,503,827",5
920,"17,51,72,200,302",5
921,"15,21,36,226,534,988",6
922,"0,85,94,181,636",5
923,"7,24,319,789,833",5
924,"51,499,619,724,762",5
925,"16,19,270,594,686",5
926,"3,5,6,157,249",5
927,"243,316,447,463,534",5
928,"71,106,124,443,634",5
929,"59,110,390,460,752",5
930,"0,183,612,727,751",5
931,"0,13,290,334,382",5
932,"11,16,66,179,257",5
933,"2,20,117,226,878,947",6
934,"188,245,276,408,570",5
935,"71,140,379,601,747",5
936,"2,22,276,434,586",5
937,"51,113,550,750,751",5
938,"141,190,303,313,535,973",6
939,"0,10,285,666,695",5
940,"4,193,217,621,689,978,987",7
941,"124,149,241,248,359",5
942,"47,235,465,482,752",5
943,"35,125,149,316,461",5
944,"0,52,204,323,583,976",6
945,"1,25,45,105,176",5
946,"173,200,371,466,799",5
947,"12,36,81,244,933",5
948,"25,95,194,272,756",5
949,"18,260,273,304,762",5
950,"46,75,141,396,713",5
951,"51,108,141,663,748",5
952,"43,49,65,144,146",5
953,"3,26,70,199,241",5
954,"1,16,62,233,644",5
955,"2,24,41,259,416",5
956,"1,112,123,462,510",5
957,"28,98,272,686,896",5
958,"3,70,293,312,328",5
959,"36,192,349,538,864",5
960,"23,31,53,64,70",5
961,"12,24,38,442,729",5
962,"34,607,762,875,918",5
963,"69,213,262,539,806",5
964,"1,5,370,563,709",5
965,"27,30,126,149,318,999",6
966,"100,175,352,380,436",5
967,"0,269,310,390,687",5
968,"42,85,308,370,601",5
969,"14,59,435,549,634",5
970,"5,164,286,325,423",5
971,"39,50,56,209,557",5
972,"21,43,205,214,446",5
973,"46,50,51,786,938",5
974,"22,44,200,367,417",5
975,"25,60,107,439,701",5
976,"34,470,568,856,944",5
977,"1,3,62,600,788,993",6
978,"14,482,486,720,940",5
979,"3,428,636,663,751",5
980,"21,55,125,491,773",5
981,"29,166,184,283,524",5
982,"10,44,73,200,754",5
983,"0,237,272,439,731",5
984,"7,88,101,262,427",5
985,"14,182,219,362,374",5
986,"3,39,240,456,897",5
987,"10,264,402,485,940",5
988,"30,42,121,848,921",5
989,"210,409,416,696,747",5
990,"70,149,539,683,904",5
991,"4,11,257,587,902",5
992,"40,179,205,563,661",5
993,"59,127,272,543,977",5
994,"0,28,59,85,484",5
995,"20,215,277,386,729",5
996,"5,96,249,334,343",5
997,"2,5,110,286,529",5
998,"9,52,489,499,616",5
999,"0,2,5,493,965",5
